Rk,Player,Age,Team,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
1,Francisco Lindor#,31,NYM,5.9,160,732,644,117,172,35,0,31,86,31,6,65,131,0.267,0.346,0.466,0.811,128,0.359,128,300,9,16,0,7,2,*6/DH,ASMVP-10,lindofr01
2,Shohei Ohtani*,30,LAD,6.6,158,727,611,146,172,25,9,55,102,20,6,109,187,0.282,0.392,0.622,1.014,181,0.423,175,380,9,3,0,2,20,*D1,ASMVP-1SS,ohtansh01
3,Matt Olson*,31,ATL,6,162,724,624,98,170,41,2,29,95,1,0,91,176,0.272,0.366,0.484,0.85,138,0.368,136,302,14,4,0,5,2,*3,ASMVP-18GG,olsonma02
4,Kyle Schwarber*,32,PHI,4.6,162,724,604,111,145,23,2,56,132,10,2,108,197,0.24,0.365,0.563,0.928,151,0.396,149,340,4,11,0,1,6,*D/7,ASMVP-2,schwaky01
5,Geraldo Perdomo#,25,ARI,7,161,720,597,98,173,33,5,20,100,27,6,94,83,0.29,0.389,0.462,0.851,135,0.382,139,276,11,10,8,11,1,*6/H,MVP-4SS,perdoge01
6,Juan Soto*,26,NYM,6.2,160,715,577,120,152,20,1,43,105,38,4,127,137,0.263,0.396,0.525,0.921,159,0.41,163,303,17,3,1,6,13,*9/D,MVP-3SS,sotoju01
7,Pete Alonso,30,NYM,3.4,162,709,624,87,170,41,1,38,126,1,2,61,162,0.272,0.347,0.524,0.871,143,0.371,142,327,23,15,0,9,5,*3/D,ASMVP-11SS,alonspe01
8,Elly De La Cruz#,23,CIN,3.6,162,699,629,102,166,31,7,22,86,37,8,67,181,0.264,0.336,0.44,0.777,111,0.342,104,277,14,2,0,1,10,*6/DH,ASMVP-23,delacel01
9,Heliot Ramos,25,SFG,1.2,157,695,620,85,159,24,1,21,69,6,4,52,158,0.256,0.328,0.4,0.728,107,0.319,107,248,16,17,0,6,2,*7/DH,,ramoshe02
10,Fernando Tatis Jr.,26,SDP,5.9,155,691,594,111,159,27,2,25,71,32,7,89,129,0.268,0.368,0.446,0.814,125,0.368,129,265,6,6,0,2,7,*9/D,ASMVP-8GG,tatisfe02
11,James Wood*,22,WSN,3.7,157,689,598,87,153,38,0,31,94,15,7,85,221,0.256,0.35,0.475,0.825,132,0.357,132,284,12,3,0,3,8,*7D/H,AS,woodja03
12,Willy Adames,29,SFG,3.7,160,686,591,94,133,22,2,30,87,12,4,80,179,0.225,0.318,0.421,0.74,110,0.326,110,249,9,5,0,9,2,*6/D,,adamewi01
13,TJ Friedl*,29,CIN,2.3,152,685,579,82,151,22,2,14,53,12,3,81,115,0.261,0.364,0.378,0.742,105,0.341,106,219,7,16,4,5,0,*8/DH,,friedtj01
14,Manny Machado,32,SDP,4.1,159,678,615,91,169,33,0,27,95,14,3,55,131,0.275,0.335,0.46,0.795,118,0.346,115,283,16,3,0,5,4,*5D,ASMVP-16SS,machama01
15,Luis Arraez*,28,SDP,1.2,154,675,620,66,181,30,4,8,61,11,4,34,21,0.292,0.327,0.392,0.719,99,0.318,97,243,12,2,12,7,0,*3D4/H,,arraelu01
16,Ozzie Albies#,28,ATL,2.1,157,667,603,74,145,23,2,16,74,14,3,55,94,0.24,0.306,0.365,0.671,89,0.307,92,220,9,4,0,5,2,*4,,albieoz01
17,Mookie Betts,32,LAD,4.9,150,663,589,95,152,23,2,20,82,8,2,61,68,0.258,0.326,0.406,0.732,105,0.322,102,239,15,3,0,10,2,*6/H9,,bettsmo01
18,Ian Happ#,30,CHC,4,150,663,569,87,138,32,0,23,79,6,3,87,151,0.243,0.342,0.42,0.762,121,0.338,122,239,8,2,0,5,2,*7/DH,GG,happia01
19,William Contreras,27,MIL,3.9,150,659,566,89,147,28,0,17,76,6,4,84,120,0.26,0.355,0.399,0.754,110,0.342,117,226,14,3,0,6,4,*2D/37,,contrwi02
20,Brice Turang*,25,MIL,5.6,156,659,584,97,168,28,2,18,81,24,8,66,150,0.288,0.359,0.435,0.794,120,0.355,123,254,3,2,2,5,1,*4/H6,MVP-14,turanbr02
21,Bryan Reynolds#,30,PIT,1.4,154,654,587,68,144,38,3,16,73,3,2,57,173,0.245,0.318,0.402,0.72,98,0.319,99,236,15,7,0,3,1,*9D/H,,reynobr01
22,Brandon Nimmo*,32,NYM,2.9,155,652,587,81,154,27,0,25,92,13,1,50,141,0.262,0.324,0.436,0.76,113,0.335,113,256,8,7,1,7,1,*7/8DH,,nimmobr01
23,Seiya Suzuki,30,CHC,2.6,151,651,571,75,140,31,3,32,103,5,2,71,164,0.245,0.326,0.478,0.804,131,0.348,129,273,13,1,0,8,1,D97/H8,MVP-20,suzukse01
24,Nico Hoerner,28,CHC,6.2,156,649,599,89,178,29,4,7,61,29,6,39,49,0.297,0.345,0.394,0.739,115,0.338,118,236,4,7,0,4,1,*4/6,MVP-19GG,hoernni01
25,Pete Crow-Armstrong*,23,CHC,6,157,647,591,91,146,37,4,31,95,35,8,29,155,0.247,0.287,0.481,0.768,119,0.337,117,284,1,9,6,12,1,*8/HD,ASMVP-9GG,crowape01
26,Dansby Swanson,31,CHC,4.5,159,645,590,84,144,24,3,24,77,20,3,47,168,0.244,0.3,0.417,0.717,106,0.323,108,246,9,2,1,5,1,*6,,swansda01
27,Christian Yelich*,33,MIL,3.1,150,644,573,88,151,21,0,29,103,16,6,64,167,0.264,0.343,0.452,0.795,120,0.35,121,259,6,6,0,1,6,*D7/H,MVP-12,yelicch01
28,Corbin Carroll*,24,ARI,5.8,143,642,564,107,146,32,17,31,84,32,6,67,153,0.259,0.343,0.541,0.883,139,0.382,137,305,6,7,0,4,4,*9/8DH,ASMVP-6SS,carroco02
29,Michael Harris II*,24,ATL,2.2,160,641,611,55,152,26,6,20,86,20,6,16,128,0.249,0.268,0.409,0.678,88,0.295,83,250,7,3,4,7,1,*8/H,,harrimi04
30,Trea Turner,32,PHI,5.4,141,639,589,94,179,31,7,15,69,36,7,43,107,0.304,0.355,0.457,0.812,122,0.368,124,269,11,5,0,2,1,*6/DH,MVP-5,turnetr01
31,CJ Abrams*,24,WSN,3.4,144,635,580,92,149,35,5,19,60,31,3,37,125,0.257,0.315,0.433,0.748,111,0.338,111,251,5,14,1,3,1,*6/HD,,abramcj01
32,Freddie Freeman*,35,LAD,3.5,147,627,556,81,164,39,2,24,90,6,2,60,128,0.295,0.367,0.502,0.869,143,0.376,141,279,13,6,0,5,7,*3/H,ASMVP-13,freemfr01
33,Andy Pages,24,LAD,3.8,156,624,581,74,158,27,1,27,86,14,7,29,135,0.272,0.313,0.461,0.774,115,0.338,115,268,9,8,0,6,0,*897,,pagesan01
34,Xavier Edwards#,25,MIA,3.2,139,619,561,75,159,20,5,3,43,27,7,49,88,0.283,0.343,0.353,0.695,95,0.317,93,198,6,3,3,3,2,46/HD,,edwarxa01
35,Jung Hoo Lee*,26,SFG,1.7,150,617,560,73,149,31,12,8,55,10,3,47,71,0.266,0.327,0.407,0.735,109,0.329,112,228,2,6,0,4,0,*8/HD,,leeju01
36,Kyle Tucker*,28,CHC,4.6,136,597,500,91,133,25,4,22,73,25,3,87,88,0.266,0.377,0.464,0.841,144,0.375,143,232,8,4,1,3,7,*9D/H,ASSS,tuckeky01
37,Sal Frelick*,25,MIL,3,142,594,528,76,152,20,3,12,63,19,6,47,80,0.288,0.351,0.405,0.756,111,0.335,110,214,4,7,3,5,0,*98/H35,,frelisa01
38,Otto Lopez,26,MIA,3.5,143,594,544,66,134,21,0,15,77,15,6,44,82,0.246,0.305,0.368,0.672,87,0.307,89,200,9,3,0,3,2,*64/HD,,lopezot01
39,Michael Busch*,27,CHC,4.6,155,592,524,78,137,25,5,34,90,4,0,56,139,0.261,0.343,0.523,0.866,148,0.376,148,274,2,10,0,2,2,*3H/D,MVP-16,buschmi02
40,Marcell Ozuna,34,ATL,1.6,145,592,487,61,113,19,0,21,68,0,0,94,144,0.232,0.355,0.4,0.756,113,0.342,118,195,11,3,0,7,2,*D/H,,ozunama01
41,Nick Castellanos,33,PHI,-0.8,147,589,547,72,137,27,2,17,72,4,0,32,133,0.25,0.294,0.4,0.694,89,0.309,87,219,13,4,0,6,0,*9/DH,,casteni01
42,Jackson Chourio,21,MIL,2.2,131,589,549,88,148,35,4,21,78,21,7,30,121,0.27,0.308,0.463,0.77,111,0.339,112,254,13,3,1,6,1,*879/D,,chourja01
43,Jordan Beck,24,COL,0.9,148,588,539,62,139,27,5,16,53,19,8,43,174,0.258,0.317,0.416,0.732,94,0.327,94,224,9,4,0,1,0,*7H/D8,,beckjo01
44,Agustín Ramírez,23,MIA,-0.4,136,585,537,72,124,33,1,21,67,16,3,36,113,0.231,0.287,0.413,0.701,93,0.31,89,222,13,8,0,4,2,2D/H,ROY-6,ramirag01
45,Lars Nootbaar*,27,STL,1.3,135,583,509,68,119,24,1,13,48,4,5,64,119,0.234,0.325,0.361,0.686,97,0.303,94,184,4,6,1,3,3,*798/HD,,nootbla01
46,Bryce Harper*,32,PHI,3.1,132,580,501,72,131,32,0,27,75,12,2,70,121,0.261,0.357,0.487,0.844,130,0.367,127,244,5,6,0,3,6,*3/D,,harpebr03
47,Hunter Goodman,25,COL,3.7,144,579,540,73,150,28,5,31,91,1,2,33,152,0.278,0.323,0.52,0.843,121,0.367,124,281,16,4,0,2,0,2D/H,ASSS,goodmhu01
48,Matt McLain,25,CIN,0,147,577,510,73,112,18,0,15,50,18,2,55,167,0.22,0.3,0.343,0.643,76,0.297,72,175,8,5,3,4,0,*4/6HD,,mclaima01
49,Ke'Bryan Hayes,28,2TM,1.5,152,570,527,50,124,16,3,5,49,12,3,36,111,0.235,0.29,0.306,0.595,65,0.275,64,161,12,5,1,1,1,*5/H,GG,hayeske01
49,Ke'Bryan Hayes,28,PIT,1.2,100,392,369,34,87,10,2,2,36,10,2,18,81,0.236,0.279,0.29,0.569,58,0.264,57,107,8,4,1,0,1,5/H,,hayeske01
49,Ke'Bryan Hayes,28,CIN,0.3,52,178,158,16,37,6,1,3,13,2,1,18,30,0.234,0.315,0.342,0.656,80,0.299,79,54,4,1,0,1,0,5,,hayeske01
50,Spencer Steer,27,CIN,0.7,146,568,509,66,121,21,2,21,75,7,1,51,129,0.238,0.312,0.411,0.723,96,0.321,93,209,12,5,1,2,0,*3D7/H9,,steersp01
51,Willson Contreras,33,STL,2.5,135,563,490,70,126,31,1,20,80,5,1,44,142,0.257,0.344,0.447,0.791,124,0.349,123,219,15,23,1,4,1,*3D,,contrwi01
52,Bryson Stott*,27,PHI,2.2,147,560,499,66,128,22,3,13,66,24,5,54,91,0.257,0.328,0.391,0.719,97,0.324,95,195,4,1,2,4,1,*46H,,stottbr01
53,Ketel Marte#,31,ARI,4.4,126,556,480,87,136,28,0,28,72,4,2,64,83,0.283,0.376,0.517,0.893,144,0.381,142,248,12,9,0,3,6,4D/H,ASMVP-22SS,marteke01
54,Xander Bogaerts,32,SDP,2,136,552,491,63,129,30,0,11,53,20,2,48,94,0.263,0.328,0.391,0.72,99,0.32,94,192,12,4,1,8,3,*6/DH,,bogaexa01
55,Andrew McCutchen,38,PIT,0.1,135,551,477,51,114,22,0,13,57,1,1,67,118,0.239,0.333,0.367,0.7,94,0.311,94,175,12,2,0,3,5,*D/H97,,mccutan01
56,J.T. Realmuto,34,PHI,2.5,134,550,502,57,129,26,1,12,52,8,2,35,129,0.257,0.315,0.384,0.7,92,0.312,89,193,13,9,0,3,1,*2/DH,,realmjt01
57,Alec Burleson*,26,STL,1.8,139,546,497,54,144,26,2,18,69,5,1,39,79,0.29,0.343,0.459,0.801,127,0.352,126,228,14,3,1,4,1,379D/H1,SS,burleal01
58,Lourdes Gurriel Jr.,31,ARI,0.5,129,546,500,52,124,24,2,19,80,10,4,31,76,0.248,0.295,0.418,0.713,94,0.314,94,209,11,6,0,9,0,*7D/H,,gurrilo01
59,Teoscar Hernández,32,LAD,1.5,134,546,511,65,126,29,1,25,89,5,2,26,134,0.247,0.284,0.454,0.738,104,0.318,100,232,13,3,0,5,0,*9/H,,hernate01
60,Gavin Sheets*,29,SDP,0.7,145,545,492,57,124,28,1,19,71,2,1,44,107,0.252,0.317,0.429,0.746,105,0.326,103,211,9,5,0,4,1,7DH3,,sheetga01
61,Oneil Cruz*,26,PIT,0.3,135,544,471,62,94,18,3,20,61,38,5,64,174,0.2,0.298,0.378,0.676,86,0.312,85,178,6,4,0,5,4,*8H/D,,cruzon01
62,Brenton Doyle,27,COL,0.2,138,538,502,57,117,23,2,15,57,18,2,30,138,0.233,0.274,0.376,0.651,72,0.297,69,189,14,0,2,4,0,*8/HD,,doylebr02
63,Masyn Winn,23,STL,2.2,129,537,491,72,124,27,0,9,51,9,5,34,102,0.253,0.31,0.363,0.673,92,0.298,89,178,11,8,2,2,0,*6/H,GG,winnma01
64,Matt Chapman,32,SFG,4.1,128,535,454,76,105,23,2,21,61,9,4,71,126,0.231,0.34,0.43,0.77,119,0.341,122,195,8,6,0,4,1,*5,,chapmma01
65,Josh Bell#,32,WSN,0.5,140,533,468,54,111,16,1,22,63,0,3,57,88,0.237,0.325,0.417,0.741,110,0.327,112,195,15,5,0,3,1,D3H,,belljo02
66,Luis García Jr.*,25,WSN,0.4,139,526,488,67,123,28,1,16,66,14,5,27,84,0.252,0.289,0.412,0.701,97,0.31,96,201,7,2,0,9,1,*4H/3D,,garcilu04
67,Jake Cronenworth*,31,SDP,2.4,135,515,419,61,103,20,1,11,59,3,3,69,107,0.246,0.367,0.377,0.744,108,0.339,114,158,4,15,4,7,1,*436/DH,,croneja01
68,Brendan Donovan*,28,STL,2.7,118,515,460,64,132,32,0,10,50,3,3,42,67,0.287,0.353,0.422,0.775,121,0.338,118,194,4,7,2,4,3,47/6DH,AS,donovbr01
69,Eric Wagaman,27,MIA,-0.4,140,514,476,56,119,28,3,9,53,4,1,32,100,0.25,0.296,0.378,0.674,86,0.303,86,180,11,1,0,5,0,*37HD/59,,wagamer01
70,Caleb Durbin,25,MIL,2.8,136,506,445,60,114,25,0,11,53,18,6,30,50,0.256,0.334,0.387,0.721,101,0.33,106,172,10,24,3,4,0,*54H/6,ROY-3,durbica01
71,Joey Ortiz,26,MIL,0.3,149,506,470,62,108,18,1,7,45,14,3,27,74,0.23,0.276,0.317,0.593,65,0.27,62,149,10,3,6,0,0,*6/H,,ortizjo06
72,Alec Bohm,28,PHI,1.5,120,504,464,53,133,18,3,11,59,2,0,29,82,0.287,0.331,0.409,0.741,103,0.334,105,190,16,5,0,6,0,53,,bohmal01
73,Gavin Lux*,27,CIN,-0.2,140,503,446,49,120,28,2,5,53,1,0,56,114,0.269,0.35,0.374,0.724,99,0.326,97,167,3,0,0,1,0,D74H/5,,luxga01
74,Nathaniel Lowe*,29,WSN,-0.3,119,490,440,50,95,17,2,16,68,1,0,47,130,0.216,0.292,0.373,0.665,88,0.297,88,164,5,1,0,2,0,*3/DH,,lowena01
75,Michael Conforto*,32,LAD,-0.7,138,486,418,54,83,20,0,12,36,1,0,56,121,0.199,0.305,0.333,0.637,80,0.289,79,139,12,9,0,3,0,*7H,,confomi01
76,Jackson Merrill*,22,SDP,2.7,115,483,440,59,116,25,6,16,67,1,2,33,108,0.264,0.317,0.457,0.774,112,0.331,108,201,4,4,1,5,1,*8/H,,merrija01
77,Max Kepler*,32,PHI,0.1,127,474,417,58,90,19,0,18,52,3,0,48,93,0.216,0.3,0.391,0.691,89,0.303,83,163,10,4,1,4,3,*79H/8,,keplema01
78,Alek Thomas*,25,ARI,0.1,143,469,433,51,108,19,3,9,38,7,4,21,122,0.249,0.289,0.37,0.659,81,0.291,78,160,2,5,6,4,0,*8/HD,,thomaal01
79,Wilmer Flores,33,SFG,0.3,125,463,419,44,101,10,0,16,71,1,0,34,88,0.241,0.307,0.379,0.686,95,0.312,101,159,14,7,0,3,0,D3H/5,,florewi01
80,Victor Scott II*,24,STL,2.2,138,463,398,54,86,15,1,5,37,34,4,42,111,0.216,0.305,0.296,0.601,73,0.288,71,118,3,10,10,3,0,*8/97,,scottvi01
81,Mark Vientos,25,NYM,-0.2,121,463,424,44,99,21,2,17,61,1,0,30,115,0.233,0.289,0.413,0.702,96,0.31,98,175,11,5,0,4,0,5D/H3,,vientma01
82,Jeff McNeil*,33,NYM,2,122,462,399,42,97,21,5,12,54,3,0,49,55,0.243,0.335,0.411,0.746,110,0.333,113,164,5,8,2,4,4,487D/H93,,mcneije01
83,Mickey Moniak*,27,COL,-0.6,135,461,434,62,117,20,8,24,68,9,3,22,110,0.27,0.306,0.518,0.824,116,0.349,110,225,4,2,0,3,1,*98H7D,,moniami01
84,Kyle Stowers*,27,MIA,3.6,117,457,399,61,115,21,3,25,73,5,1,48,125,0.288,0.368,0.544,0.912,150,0.391,148,217,6,5,1,4,3,79H8/D,AS,stoweky01
85,Patrick Bailey#,26,SFG,1.1,135,452,409,47,91,18,3,6,55,1,0,30,133,0.222,0.277,0.325,0.602,72,0.269,70,133,7,3,4,6,0,*2H/D,GG,bailepa01
86,Iván Herrera,25,STL,2.2,107,452,388,54,110,13,0,19,66,8,2,43,84,0.284,0.373,0.464,0.837,138,0.372,140,180,20,15,0,4,1,D2/7H,,herreiv01
87,Tommy Pham,37,PIT,1,120,449,392,44,96,17,1,10,52,5,3,50,94,0.245,0.33,0.37,0.7,93,0.317,98,145,12,2,0,5,3,*7/H9D,,phamth01
88,Austin Riley,28,ATL,1.3,102,447,416,54,108,20,1,16,54,2,1,27,128,0.26,0.309,0.428,0.737,106,0.321,104,178,9,3,0,1,1,5,,rileyau01
89,Drake Baldwin*,24,ATL,3.3,124,446,405,56,111,18,2,19,80,0,0,38,68,0.274,0.341,0.469,0.81,126,0.358,130,190,9,3,0,0,0,2HD,ROY-1,baldwdr01
90,Isaac Collins#,27,MIL,2,130,441,372,56,98,22,3,9,54,16,7,57,93,0.263,0.368,0.411,0.779,117,0.354,125,153,8,6,3,3,0,*7H/9D54,ROY-4,colliis01
91,Matt Shaw,23,CHC,3.1,126,437,393,57,89,21,3,13,44,17,5,38,94,0.226,0.295,0.394,0.69,99,0.309,99,155,2,2,0,4,0,*5/H4,ROY-9,shawma01
92,Eugenio Suárez,33,ARI,3.3,106,437,387,64,96,19,0,36,87,1,0,29,117,0.248,0.32,0.576,0.897,141,0.386,145,223,7,15,0,6,1,5/DH3,AS,suareeu01
93,Nolan Arenado,34,STL,1.3,107,436,401,48,95,18,1,12,52,3,0,28,49,0.237,0.289,0.377,0.666,89,0.297,86,151,10,3,0,4,4,5/DH,,arenano01
94,Will Smith,30,LAD,4.5,110,436,362,64,107,20,1,17,61,2,3,64,89,0.296,0.404,0.497,0.901,153,0.387,151,180,7,5,0,5,1,2H/D,ASMVP-20,smithwi05
95,Brett Baty*,25,NYM,3.1,130,432,393,53,100,13,2,18,50,8,0,33,108,0.254,0.313,0.435,0.748,110,0.336,113,171,6,2,0,3,0,54H/D,,batybr01
96,Tyler Freeman,26,COL,-1.3,110,428,377,50,106,20,2,2,31,18,9,34,51,0.281,0.354,0.361,0.715,93,0.324,93,136,10,11,2,4,0,9D4H/57,,freemty01
97,Isiah Kiner-Falefa,30,PIT,1.6,119,428,401,40,106,20,2,1,35,15,4,17,69,0.264,0.3,0.332,0.632,75,0.293,78,133,9,4,5,1,0,65/H,,kineris01
98,Brandon Marsh*,27,PHI,1.7,133,425,379,59,106,25,2,11,43,7,1,38,110,0.28,0.342,0.443,0.785,114,0.346,112,168,2,0,3,4,1,*87H/9,,marshbr02
99,Carson Kelly,30,CHC,3.6,111,421,369,48,92,13,1,17,50,2,0,45,80,0.249,0.333,0.428,0.761,120,0.337,121,158,11,3,0,4,0,2/HD,,kellyca02
100,Nick Allen,26,ATL,0.6,135,416,371,32,82,11,0,0,22,8,7,31,99,0.221,0.284,0.251,0.535,53,0.243,50,93,8,3,8,3,0,*6/4H,,allenni02
101,Austin Hays,29,CIN,0.8,103,416,380,60,101,16,5,15,64,7,0,29,107,0.266,0.315,0.453,0.768,107,0.335,101,172,9,1,0,6,2,7D/H,,haysau01
102,Ronald Acuña Jr.,27,ATL,3,95,412,338,74,98,12,1,21,42,9,1,71,102,0.29,0.417,0.518,0.935,163,0.407,162,175,5,3,0,0,4,9/DH,AS,acunaro01
103,Spencer Horwitz*,27,PIT,1.6,108,411,364,55,99,26,0,11,51,0,1,44,73,0.272,0.353,0.434,0.787,116,0.346,119,158,7,2,0,1,1,3H/4D,,horwisp01
104,Nick Gonzales,26,PIT,-0.6,96,408,381,39,99,18,3,5,30,0,2,21,73,0.26,0.299,0.362,0.661,82,0.293,82,138,12,2,0,4,0,46,,gonzani01
105,Nolan Gorman*,25,STL,0.1,111,402,351,48,72,14,1,14,46,1,1,47,136,0.205,0.296,0.37,0.666,90,0.294,86,130,1,0,0,4,2,54D/H3,,gormano01
106,Ryan McMahon*,30,COL,1.2,100,401,350,42,76,15,1,16,35,2,1,49,127,0.217,0.314,0.403,0.717,91,0.314,86,141,4,1,0,1,1,5/HD,,mcmahry01
107,Jordan Walker,23,STL,-1.7,111,396,363,40,78,13,1,6,41,10,3,29,126,0.215,0.278,0.306,0.584,67,0.273,69,111,9,3,0,1,1,9/HD,,walkejo02
108,Rafael Devers*,28,SFG,1.9,90,395,335,52,79,15,0,20,51,0,0,56,116,0.236,0.347,0.46,0.807,129,0.349,127,154,9,2,0,2,3,D3/5H,,deverra01
109,Josh Naylor*,28,ARI,0.8,93,394,349,49,102,19,1,11,59,11,2,37,49,0.292,0.36,0.447,0.807,122,0.356,122,156,14,2,0,4,4,3D/H,,naylojo01
110,Liam Hicks*,26,MIA,1.3,119,390,332,37,82,13,1,6,45,2,0,43,56,0.247,0.346,0.346,0.693,94,0.32,98,115,5,9,3,3,0,23HD,,hicksli01
111,Ezequiel Tovar,23,COL,0.6,95,390,360,44,91,18,4,9,33,5,3,21,98,0.253,0.294,0.4,0.694,84,0.305,80,144,2,1,6,2,0,6,,tovarez01
112,Pedro Pagés,26,STL,1.4,112,389,361,38,83,15,0,11,45,0,0,19,107,0.23,0.272,0.363,0.635,80,0.278,74,131,9,3,3,3,1,*2/34,,pagespe02
113,Max Muncy*,34,LAD,3.6,100,388,313,48,76,10,2,19,67,4,0,64,83,0.243,0.376,0.47,0.846,137,0.37,136,147,4,6,0,5,2,5H,,muncyma01
114,Tommy Edman#,30,LAD,1.1,97,377,346,49,78,13,1,13,49,3,1,19,61,0.225,0.274,0.382,0.655,83,0.302,88,132,4,6,1,5,0,485/HD,,edmanto01
115,Jared Triolo,27,PIT,2.3,107,376,331,41,75,18,2,7,24,13,2,39,76,0.227,0.311,0.356,0.667,84,0.318,94,118,4,2,3,1,1,6534/H1D,,triolja01
116,Mike Yastrzemski*,34,SFG,1.8,96,372,321,38,74,14,1,8,28,6,2,47,86,0.231,0.33,0.355,0.685,96,0.314,102,114,4,1,2,1,4,9/H1,,yastrmi01
117,Jurickson Profar#,32,ATL,1.1,80,371,318,56,78,16,1,14,43,9,2,48,59,0.245,0.353,0.434,0.787,121,0.355,125,138,4,5,0,0,0,7/D,,profaju01
118,Jacob Young,25,WSN,1.4,120,364,324,34,75,10,1,2,31,15,11,27,65,0.231,0.296,0.287,0.583,68,0.268,71,93,7,3,9,1,0,*8H/D,,youngja03
119,Noelvi Marté,23,CIN,1.4,90,360,339,45,89,17,2,14,51,10,3,16,85,0.263,0.3,0.448,0.748,102,0.337,103,152,7,3,0,2,0,95/H8D,,marteno01
120,Daylen Lile*,22,WSN,0.8,91,351,321,51,96,15,11,9,41,8,6,21,56,0.299,0.347,0.498,0.845,137,0.368,142,160,5,4,1,3,0,97D/H,ROY-5,lileda01
121,Casey Schmitt,26,SFG,0.6,95,348,312,34,74,15,0,12,40,0,0,27,83,0.237,0.305,0.401,0.706,100,0.311,101,125,6,5,1,3,1,453/H6D,,schmica01
122,Jose Iglesias,35,SDP,-0.7,112,343,306,29,70,11,0,3,36,5,1,24,56,0.229,0.298,0.294,0.592,66,0.288,74,90,7,7,4,2,0,465HD/7,,iglesjo01
123,Javier Sanoja,22,MIA,1.5,118,342,313,40,76,22,4,6,38,6,5,19,41,0.243,0.287,0.396,0.683,88,0.307,92,124,2,2,4,4,0,574H86/13D,GG,sanojja01
124,Tyler Stephenson,28,CIN,1.3,88,342,299,40,69,18,0,13,50,0,1,37,116,0.231,0.316,0.421,0.737,100,0.327,99,126,4,2,0,4,1,2D/H,,stephty01
125,Tyrone Taylor,31,NYM,1,113,341,310,34,69,18,3,2,27,12,2,16,76,0.223,0.279,0.319,0.598,70,0.276,70,99,4,9,3,2,1,*8H/79,,tayloty01
126,Sean Murphy,30,ATL,2.4,94,337,291,34,58,13,0,16,45,0,0,35,105,0.199,0.3,0.409,0.709,98,0.314,99,119,9,8,0,3,1,2H/D,,murphse01
127,Connor Norby,25,MIA,0.7,88,337,311,42,78,17,1,8,34,8,2,18,90,0.251,0.3,0.389,0.689,90,0.317,95,121,3,5,0,3,0,5/HD,,norbyco01
128,Jesús Sánchez*,27,MIA,1.1,86,337,305,40,78,12,4,10,36,9,2,29,70,0.256,0.32,0.42,0.74,105,0.328,102,128,8,1,0,2,1,9H8/D7,,sanchje02
129,Michael Toglia#,26,COL,-1.7,88,337,306,22,58,15,1,11,32,3,0,28,132,0.19,0.258,0.353,0.611,62,0.272,54,108,7,1,0,2,2,3/DH,,toglimi01
